Feature,marginal_data,marginal_model,marginal_gen
l1,0.0,0.0,0.0
l2,0.0,0.0,0.0
l3,0.0,0.0,0.0
l4,0.0,1.1453794101640536e-07,4e-06
l5,0.0,1.8117567056956696e-06,7.4e-05
l6,0.0,5.450760131164441e-06,0.000416
l7,0.00025863852679495136,6.992860340531603e-05,0.002042
l8,0.00031036623215394165,0.0001790427172633467,0.006356
l9,0.0006207324643078833,0.0006719093753378127,0.014922
l10,0.0038278501965652804,0.004023488402060588,0.028972
l11,0.030674529277881234,0.029951220853610926,0.04932
l12,0.07743637492240844,0.07730461902612473,0.07986
l13,0.164856196979102,0.16577336351526714,0.117648
l14,0.22036002482929856,0.21863092863392466,0.143832
l15,0.24058555762466377,0.2398152000179962,0.146756
l16,0.14157872956755638,0.1431617483232849,0.128876
l17,0.06807366025243121,0.06893191834607972,0.09954
l18,0.030467618456445272,0.030633479113194403,0.069718
l19,0.012621560107593627,0.012420283387540988,0.04649
l20,0.005534864473411959,0.005657040577025223,0.028926
l21,0.0018104696875646596,0.001871501185076322,0.01755
l22,0.0005172770535899027,0.0003910350682214083,0.009682
l23,0.00031036623215394165,0.0003038186821568833,0.00496
l24,5.172770535899027e-05,8.026740567288037e-05,0.002364
l25,5.172770535899027e-05,4.7884817780265554e-05,0.00101
l26,5.172770535899027e-05,4.328405586898083e-05,0.00041
l27,0.0,2.0326253225655334e-05,0.000186
l28,0.0,7.877248328109023e-06,5.4e-05
l29,0.0,1.878760287183854e-06,2.4e-05
l30,0.0,1.971689166437483e-07,4e-06
aA0,0.0,0.0,0.0
aA1,0.9279950341402855,0.9286855225805348,0.913932
aA2,0.044796192840885575,0.04525755394084259,0.066668
aA3,0.007862611214566521,0.00784251147210669,0.007888
aA4,0.034398924063728534,0.03398526730593835,0.037566
aA5,0.0712290502793296,0.07202812257742724,0.088032
aA6,0.06884957583281606,0.0693945743407115,0.06295
aA7,0.08271260086902545,0.08225767364725585,0.068032
aA8,0.07386716325263812,0.07324622586519737,0.064362
aA9,0.05462445685909373,0.05436091787440878,0.056076
aA10,0.04536519759983447,0.04562096622174053,0.046696
aA11,0.03284709290295883,0.03213498405904048,0.037608
aA12,0.02250155183116077,0.023183558155023303,0.028854
aA13,0.011431822884336851,0.01158489041552838,0.021154
aA14,0.0046037657769501346,0.004742461279680867,0.014308
aA15,0.001500103455410718,0.0016055908095225797,0.009044
aA16,0.0009828264018208151,0.0009921160281717927,0.005154
aA17,0.0002069108214359611,0.0002937669806800804,0.003318
aA18,0.0,0.000127758620447432,0.001698
aA19,0.0,5.817484316007238e-05,0.00089
aA20,0.0,3.510158218379671e-05,0.00041
aA21,0.0,1.0745348012501666e-05,0.000212
aA22,0.0,2.997320073996465e-06,7.2e-05
aA23,0.0,2.889993917641466e-06,2.2e-05
aA24,0.0,1.1698598260649566e-06,1.2e-05
aA-25,5.172770535899027e-05,4.119436730244509e-05,0.000402
aA-24,0.0,4.526204441345539e-05,0.000982
aA-23,0.00010345541071798055,7.690922983602989e-05,0.002306
aA-22,0.00036209393751293194,0.00030131643091737333,0.00485
aA-21,0.0004655493482309125,0.0003872255276986211,0.009462
aA-20,0.001707014276846679,0.0017811366213670934,0.017174
aA-19,0.005379681357334989,0.005487414697737133,0.02852
aA-18,0.011949099937926753,0.012005456422398699,0.046278
aA-17,0.030053796813573348,0.030140837744406,0.069812
aA-16,0.06621146285950755,0.06701142277381858,0.100508
aA-15,0.13749224084419615,0.13873368104515,0.131646
aA-14,0.23660252431202153,0.2361974659847216,0.15399
aA-13,0.21741154562383613,0.21570377250457384,0.158932
aA-12,0.17416718394372024,0.1752511529411378,0.142326
aA-11,0.10930064142354645,0.1102556891439883,0.117462
aA-10,0.08478170908338506,0.08405790127686275,0.099474
aA-9,0.07598799917235671,0.07586389012982882,0.086776
aA-8,0.07635009310986965,0.07680413013203047,0.08435
aA-7,0.07516035588661286,0.07492053217940445,0.080426
aA-6,0.0702462238775088,0.07044330638252937,0.073056
aA-5,0.011069728946823919,0.010703542812242301,0.018022
aA-4,0.0026898406786674944,0.0027008350848997703,0.012098
aA-3,0.09817918477136355,0.09834324144114759,0.09375
aA-2,0.0,0.00016537891875709798,0.002042
aA-1,5.172770535899027e-05,2.8243467684188494e-06,5.2e-05
aC0,1.0,1.0,1.0
aC1,0.0,3.2674474439358754e-06,1.8e-05
aC2,0.0010345541071798054,0.0006308468678985583,0.000498
aC3,0.0007241878750258639,0.0006563141017925774,0.001306
aC4,5.172770535899027e-05,0.0006772779509166454,0.010544
aC5,0.00010345541071798055,0.0005964019988976497,0.008514
aC6,0.0002069108214359611,0.0005945734356145095,0.00773
aC7,0.00010345541071798055,0.00045855175568229725,0.007984
aC8,0.00015518311607697082,0.0005078644528145748,0.008452
aC9,0.00036209393751293194,0.0005523093791853968,0.007978
aC10,0.00010345541071798055,0.00035988856657660263,0.006458
aC11,0.00010345541071798055,0.0002561617492788611,0.004482
aC12,0.00015518311607697082,0.00020186385132679976,0.003202
aC13,5.172770535899027e-05,9.117406018182828e-05,0.001874
aC14,5.172770535899027e-05,4.2875130868453415e-05,0.001136
aC15,0.0,1.6209805007582397e-05,0.000528
aC16,0.0,7.198401121607686e-06,0.000308
aC17,0.0,1.7485292918777975e-06,0.000128
aC18,0.0,7.409943479986776e-07,5e-05
aC19,0.0,1.3774539312687004e-07,1.2e-05
aC20,0.0,1.088070524511071e-07,8e-06
aC21,0.0,1.999466644304064e-07,4e-06
aC22,0.0,1.0255121883132959e-07,2e-06
aC23,0.0,2.37338395059443e-08,2e-06
aC24,0.0,0.0,0.0
aC-25,5.172770535899027e-05,4.7884817780265554e-05,0.00101
aC-24,5.172770535899027e-05,8.026740567288037e-05,0.002364
aC-23,0.00031036623215394165,0.00030383782879439135,0.004964
aC-22,0.0005172770535899027,0.0003910880739110711,0.009688
aC-21,0.0018104696875646596,0.0018716626493244944,0.017566
aC-20,0.005534864473411959,0.00565750182346696,0.028968
aC-19,0.012621560107593627,0.012421108763720302,0.04658
aC-18,0.030467618456445272,0.030640493388096428,0.069934
aC-17,0.06807366025243121,0.0689430359834438,0.099892
aC-16,0.14163045727291537,0.14319112630467268,0.129584
aC-15,0.24063728533002277,0.23989625050920665,0.14794
aC-14,0.22056693565073454,0.2188179278587329,0.145726
aC-13,0.16516656321125595,0.1661093716227573,0.120578
aC-12,0.07790192427063936,0.07801753649708319,0.0841
aC-11,0.030881440099317193,0.03066710198723496,0.054694
aC-10,0.004448582660873164,0.004658685840772608,0.035384
aC-9,0.0007241878750258639,0.0010759827924627793,0.022508
aC-8,0.0004655493482309125,0.00064493579995099,0.014818
aC-7,0.0006207324643078833,0.0009823382449270206,0.017846
aC-6,0.00015518311607697082,0.00045929077405896363,0.009218
aC-5,0.0002069108214359611,0.0004047472185826185,0.00382
aC-4,0.0,0.00012212521200042874,0.001284
aC-3,5.172770535899027e-05,7.45808624546851e-05,0.000654
aC-2,0.0002069108214359611,0.00010249154852198854,0.00137
aC-1,5.172770535899027e-05,5.225605873707167e-07,4.6e-05
aD0,0.0,0.0,0.0
aD1,0.0,2.2582260485132286e-05,9.2e-05
aD2,0.0004655493482309125,0.0005302705577020468,0.001024
aD3,0.004552038071591144,0.00447014056744095,0.00517
aD4,0.052193254707221186,0.05216675592593807,0.054286
aD5,0.08602317401200082,0.08670319481972147,0.07532
aD6,0.05100351748396441,0.05108724858303266,0.046872
aD7,0.044796192840885575,0.04408580568234581,0.047396
aD8,0.047382578108835095,0.04714413072267416,0.043634
aD9,0.04355472791226981,0.04322788380020988,0.038352
aD10,0.04252017380509,0.04152201767033395,0.031514
aD11,0.027208773018828885,0.028569558802707874,0.02418
aD12,0.012207738464721705,0.012427834905301942,0.01736
aD13,0.005793503000206911,0.005674743808874953,0.011424
aD14,0.0023277467411545625,0.0023760822608992855,0.007276
aD15,0.0012931926339747569,0.0012559895345691974,0.004542
aD16,0.00031036623215394165,0.0003138906753456229,0.002608
aD17,0.00010345541071798055,5.325272851892717e-05,0.00129
aD18,5.172770535899027e-05,3.6428928356235965e-05,0.000692
aD19,0.0,1.2357873190859258e-05,0.000264
aD20,0.0,9.033461507175992e-06,0.000122
aD21,5.172770535899027e-05,5.51858148577829e-06,2.8e-05
aD22,0.0,1.4627388674430857e-06,1.2e-05
aD23,0.0,7.689202197004334e-07,6e-06
aD24,0.0,2.37338395059443e-08,2e-06
aD-25,0.0,4.96307072446668e-07,4e-06
aD-24,0.0,4.909478579433842e-07,1e-05
aD-23,0.0,1.983563017484772e-06,1.8e-05
aD-22,0.0,9.764575225352173e-06,8.2e-05
aD-21,5.172770535899027e-05,1.4092142289134498e-05,0.000128
aD-20,0.0,1.5525922878931032e-05,0.000286
aD-19,5.172770535899027e-05,4.8051175031263976e-05,0.000712
aD-18,0.00015518311607697082,6.837891445529534e-05,0.001236
aD-17,0.00010345541071798055,0.00017223687888156804,0.002544
aD-16,0.0008276432857438444,0.00084473603715467,0.004356
aD-15,0.001138009517897786,0.0012329823491764793,0.007518
aD-14,0.003051934616180426,0.0032102530232803912,0.01152
aD-13,0.008379888268156424,0.008383311761041186,0.01693
aD-12,0.016604593420235878,0.01757304411371903,0.02328
aD-11,0.030519346161804264,0.030662833515221588,0.03019
aD-10,0.04220980757293606,0.04274936464462587,0.036808
aD-9,0.05100351748396441,0.05051167165005922,0.041074
aD-8,0.048417132216014895,0.04684922062126123,0.041292
aD-7,0.0398820608317815,0.04024706816585709,0.038546
aD-6,0.04205462445685909,0.04205197714468649,0.037774
aD-5,0.13526794951375956,0.13496364288647866,0.108074
aD-4,0.001707014276846679,0.0014790908642225596,0.005714
aD-3,0.0002069108214359611,0.0003253168056368438,0.002318
aD-2,0.0002069108214359611,0.0002776424169446656,0.00298
aD-1,0.0,3.4647337261856487e-06,7e-05
aE0,0.0,0.0,0.0
aE1,0.00010345541071798055,5.45831480631477e-05,0.000114
aE2,0.00015518311607697082,0.0003707636169317973,0.001028
aE3,0.012828470929029587,0.012413897462311316,0.008446
