Feature,marginal_data,marginal_model,marginal_gen
l1,0.0,0.0,0.0
l2,0.0,0.0,0.0
l3,0.0,0.0,0.0
l4,0.0,1.029066469379076e-06,6e-06
l5,0.0,6.8268836921658985e-06,4.8e-05
l6,0.0,9.598150141964317e-06,0.000276
l7,8.468834688346883e-05,4.627317514387696e-05,0.001254
l8,0.00025406504065040653,0.00020125561128352907,0.004
l9,0.0010162601626016261,0.0008011509272178088,0.010218
l10,0.003218157181571816,0.003267640684032209,0.020284
l11,0.02981029810298103,0.02894665614872375,0.039656
l12,0.06690379403794038,0.0669303991243049,0.071246
l13,0.1635331978319783,0.1658874445324858,0.108408
l14,0.2149390243902439,0.2181721455228187,0.138952
l15,0.23780487804878048,0.23583546989289317,0.1505
l16,0.1492208672086721,0.1508749907718537,0.13791
l17,0.07223915989159892,0.07129769394978806,0.110872
l18,0.03489159891598916,0.03253137643044091,0.079518
l19,0.015413279132791328,0.014714587870357888,0.053176
l20,0.007198509485094851,0.007093290708475495,0.033058
l21,0.0019478319783197832,0.0018064469223566992,0.019212
l22,0.0011009485094850948,0.0010241468751458621,0.01067
l23,0.00016937669376693767,0.00021576267627350146,0.005604
l24,0.00016937669376693767,0.00016312111648583336,0.002876
l25,0.0,4.739256359253637e-05,0.001274
l26,8.468834688346883e-05,7.234607288221508e-05,0.0006
l27,0.0,3.138328647426646e-05,0.000224
l28,0.0,1.3656003428233662e-05,0.000104
l29,0.0,7.116933781261243e-06,4.2e-05
l30,0.0,4.811504076270404e-07,1e-05
aA0,0.0,0.0,0.0
aA1,0.8576388888888888,0.8608363936070719,0.9114
aA2,0.11001016260162602,0.10819629674698916,0.067964
aA3,0.010331978319783199,0.01026522147859509,0.00761
aA4,0.03412940379403794,0.03487439159246316,0.039074
aA5,0.07274728997289973,0.07300547462137366,0.078742
aA6,0.07494918699186992,0.07441073437515325,0.065478
aA7,0.09442750677506775,0.09524599945778085,0.071258
aA8,0.07698170731707317,0.07564485348606721,0.068234
aA9,0.05276084010840108,0.0526338310615411,0.057974
aA10,0.043953252032520325,0.04406568672827254,0.047298
aA11,0.03277439024390244,0.03219232260189471,0.036926
aA12,0.021426151761517614,0.02140530336376256,0.027332
aA13,0.009739159891598915,0.009264646478181406,0.019428
aA14,0.004827235772357724,0.0047225283989808225,0.012794
aA15,0.001524390243902439,0.00144230288156828,0.007808
aA16,0.00033875338753387534,0.0005472140024293693,0.004726
aA17,0.0004234417344173442,0.00025403250185681187,0.002416
aA18,0.0,8.462343842933282e-05,0.001338
aA19,0.0,5.351914554514222e-05,0.000698
aA20,0.0,2.0815214663083417e-05,0.000316
aA21,0.0,7.189520059035455e-06,0.00013
aA22,0.0,3.495836412622955e-06,6.8e-05
aA23,0.0,2.4287636536341957e-06,3e-05
aA24,0.0,1.6855825799402397e-07,8e-06
aA-25,8.468834688346883e-05,6.5488913863582e-05,0.000584
aA-24,0.0,4.9507148407238774e-05,0.001252
aA-23,0.00016937669376693767,0.00015591794484085214,0.002808
aA-22,0.00016937669376693767,0.00021449687795625907,0.00549
aA-21,0.0010162601626016261,0.0009598430287781763,0.01043
aA-20,0.0019478319783197832,0.0017630355929203205,0.018894
aA-19,0.0066056910569105695,0.0066133453294163575,0.032654
aA-18,0.014651084010840108,0.013720606505287555,0.052804
aA-17,0.03277439024390244,0.03086586001898935,0.079704
aA-16,0.06919037940379404,0.06774338796649823,0.111308
aA-15,0.14202235772357724,0.14359860983795003,0.141224
aA-14,0.22789634146341464,0.2259556733501007,0.158816
aA-13,0.2108739837398374,0.21416535106891757,0.155642
aA-12,0.17183265582655827,0.17583319966136637,0.135816
aA-11,0.10848577235772358,0.10648604898873895,0.111806
aA-10,0.08790650406504065,0.08719744030638224,0.093168
aA-9,0.08832994579945799,0.08724220490732032,0.084328
aA-8,0.0869749322493225,0.08779991578161694,0.083506
aA-7,0.07613482384823848,0.0754341973333265,0.083462
aA-6,0.07706639566395664,0.07751938334200122,0.070408
aA-5,0.011602303523035231,0.011388145928357591,0.014674
aA-4,0.004573170731707317,0.004348863753677584,0.008706
aA-3,0.07842140921409214,0.07977987412828683,0.070308
aA-2,0.00025406504065040653,0.00022451912542976343,0.000842
aA-1,0.0,2.8643678899776517e-06,4.6e-05
aC0,1.0,1.0,1.0
aC1,0.0,1.7156856743136944e-05,2.6e-05
aC2,0.0006775067750677507,0.0005242092303437567,0.000636
aC3,0.0006775067750677507,0.0007393846827235705,0.001606
aC4,0.00016937669376693767,0.0008093075083682059,0.01141
aC5,8.468834688346883e-05,0.0006135814460313313,0.00928
aC6,8.468834688346883e-05,0.0004689009077793707,0.008224
aC7,0.00016937669376693767,0.000498831482593996,0.007664
aC8,0.0,0.0003732955948333238,0.008192
aC9,8.468834688346883e-05,0.00039507713659805456,0.00801
aC10,0.00016937669376693767,0.0003991654230937806,0.006588
aC11,0.00016937669376693767,0.0002800392730036623,0.00466
aC12,0.00016937669376693767,0.00019686853476615708,0.00309
aC13,0.00016937669376693767,0.00011357762953422767,0.001968
aC14,0.00016937669376693767,4.5088470812153586e-05,0.001062
aC15,8.468834688346883e-05,1.723580127789178e-05,0.000602
aC16,8.468834688346883e-05,6.340983777104764e-06,0.000278
aC17,0.0,1.1433044963271063e-06,0.000118
aC18,0.0,1.3617001476986425e-06,5.2e-05
aC19,0.0,1.0084524508096098e-06,3.2e-05
aC20,0.0,2.6914400893199207e-07,1.6e-05
aC21,0.0,9.122606085714916e-08,8e-06
aC22,0.0,0.0,0.0
aC23,0.0,0.0,0.0
aC24,0.0,0.0,0.0
aC-25,0.0,4.739256359253637e-05,0.001274
aC-24,0.00016937669376693767,0.00016312917363886775,0.002878
aC-23,0.00016937669376693767,0.00021590749122429547,0.005612
aC-22,0.0011009485094850948,0.0010243584588301585,0.010686
aC-21,0.0019478319783197832,0.0018067388335481804,0.019234
aC-20,0.007198509485094851,0.007093708150438336,0.03311
aC-19,0.015413279132791328,0.014716745389148921,0.05328
aC-18,0.03489159891598916,0.03253787797816281,0.079784
aC-17,0.07223915989159892,0.07131422657754832,0.111356
aC-16,0.14930555555555555,0.15090623933951386,0.13876
aC-15,0.23780487804878048,0.23591889202110433,0.151894
aC-14,0.21502371273712736,0.2183971862211432,0.141236
aC-13,0.16370257452574527,0.16642641263009775,0.111848
aC-12,0.06715785907859079,0.0674924952366395,0.076
aC-11,0.03040311653116531,0.029776143755241437,0.04581
aC-10,0.003556910569105691,0.00377088908489077,0.027274
aC-9,0.0012703252032520325,0.0012459467101345787,0.018068
aC-8,0.00033875338753387534,0.0006561731482152203,0.013258
aC-7,0.00025406504065040653,0.0006674783844676128,0.015782
aC-6,8.468834688346883e-05,0.00037623549943001665,0.009582
aC-5,0.00033875338753387534,0.00046452696475944615,0.003658
aC-4,0.0,0.0001587679218508559,0.001136
aC-3,0.00016937669376693767,0.00012175625217919817,0.000454
aC-2,0.00033875338753387534,7.463799984139434e-05,0.000518
aC-1,0.0,2.7686077804535488e-06,4.8e-05
aD0,0.0,0.0,0.0
aD1,0.0,6.577959936261316e-05,0.00019
aD2,0.00016937669376693767,0.0004131367890637859,0.00137
aD3,0.004149728997289973,0.00403898648003486,0.005634
aD4,0.047764227642276426,0.04811321517100165,0.053714
aD5,0.06732723577235772,0.06671433784362876,0.067028
aD6,0.03311314363143632,0.032333444958390696,0.044536
aD7,0.03523035230352303,0.03540714823331772,0.045978
aD8,0.041497289972899726,0.04213675912219427,0.043134
aD9,0.042682926829268296,0.043809925450011354,0.03892
aD10,0.03599254742547425,0.035386801017389995,0.033372
aD11,0.028624661246612466,0.028759243912154592,0.026802
aD12,0.014481707317073171,0.013842516165873035,0.019556
aD13,0.007113821138211382,0.006278982632687199,0.01339
aD14,0.002625338753387534,0.0026578349683572164,0.008466
aD15,0.0020325203252032522,0.0018345049200587935,0.005044
aD16,0.00016937669376693767,0.00028759114827937057,0.00289
aD17,0.00016937669376693767,0.00016523766015471436,0.001496
aD18,0.0,4.741040969381286e-05,0.000764
aD19,0.0,3.334364873423147e-05,0.000388
aD20,0.0,1.2321311647497567e-05,0.000198
aD21,0.0,1.4409138434538672e-05,6.8e-05
aD22,0.0,2.9509231448622025e-06,2.4e-05
aD23,0.0,1.1945615788668782e-06,8e-06
aD24,0.0,1.951389809357642e-06,2e-06
aD-25,0.0,7.452976111833013e-07,8e-06
aD-24,0.0,9.832004306916846e-07,1.6e-05
aD-23,0.0,3.5130728153407584e-06,3.2e-05
aD-22,0.0,1.2681627272839143e-05,6.6e-05
aD-21,0.0,2.2177466839133382e-05,0.000172
aD-20,0.0,2.267309785403197e-05,0.00037
aD-19,0.0,4.135704097529338e-05,0.000814
aD-18,0.0,8.8422798390363e-05,0.001488
aD-17,0.00016937669376693767,0.00022624101810003012,0.002662
aD-16,0.0006775067750677507,0.0006128662533139369,0.004614
aD-15,0.0019478319783197832,0.001994123435903681,0.00753
aD-14,0.0036415989159891598,0.003292992396392363,0.012096
aD-13,0.006182249322493225,0.00643086585113934,0.01772
aD-12,0.015752032520325202,0.015391946745776212,0.024044
aD-11,0.02125677506775068,0.021427607648279775,0.030264
aD-10,0.030995934959349592,0.03158214431460217,0.036268
aD-9,0.040904471544715444,0.04055600358611984,0.039988
aD-8,0.03743224932249323,0.037907261969578526,0.040746
aD-7,0.03192750677506775,0.0320860935696668,0.040448
aD-6,0.03345189701897019,0.03259961059821179,0.040646
aD-5,0.1369410569105691,0.13648153193819404,0.106502
aD-4,0.0012703252032520325,0.0009531882641194631,0.00371
aD-3,0.00033875338753387534,0.0003704474751833125,0.001448
aD-2,0.00025406504065040653,0.00024873943395493193,0.00124
aD-1,0.0,4.809354278716097e-06,8e-05
aE0,0.0,0.0,0.0
aE1,0.0,7.080598507134853e-05,0.000234
aE2,0.00025406504065040653,0.00041721828636654556,0.001482
aE3,0.009400406504065041,0.00881536164323249,0.006794
aE4,0.04437669376693767,0.0443872068448692,0.044126
aE5,0.03895663956639566,0.03794943132458859,0.042856
aE6,0.025660569105691058,0.024662696469524164,0.038778
