Feature,marginal_data,marginal_model,marginal_gen
l1,0.0,0.0,0.0
l2,0.0,0.0,0.0
l3,0.0,0.0,0.0
l4,0.0,6.041697798790196e-07,1.2e-05
l5,0.0,2.1124234937104966e-06,8.8e-05
l6,4.8021513638109875e-05,1.1115825891938793e-05,0.000406
l7,9.604302727621975e-05,4.921836113558672e-05,0.001768
l8,0.0003361505954667691,0.00031225899344306066,0.005584
l9,0.0006723011909335382,0.0007531676777369769,0.012354
l10,0.0043459469842489435,0.004353121776684755,0.024796
l11,0.03121398386477142,0.03154320467840277,0.047108
l12,0.07616212063004225,0.07460952070524628,0.08098
l13,0.16950393776411832,0.16614642728530332,0.120244
l14,0.23242412600845178,0.23424173777804935,0.14736
l15,0.23831876680752978,0.24231470351181011,0.150702
l16,0.13737754514022282,0.13739140741805397,0.132352
l17,0.06384460238186708,0.062259657810376144,0.101904
l18,0.027780445639646562,0.02784958982685693,0.071368
l19,0.011068958893584327,0.011066833806614192,0.044998
l20,0.004357952362658471,0.004370144996676265,0.027192
l21,0.001512677679600461,0.0015745995151539008,0.015272
l22,0.0006122742988859008,0.000646050942628409,0.0081
l23,0.00024010756819054936,0.0002562496183659754,0.004052
l24,7.20322704571648e-05,0.0001161488135373319,0.001928
l25,0.0,4.8423041162541664e-05,0.000884
l26,1.2005378409527469e-05,3.94379372240351e-05,0.00035
l27,0.0,2.415146605394834e-05,0.00012
l28,0.0,1.3859954178854932e-05,4.8e-05
l29,0.0,2.0340946677889353e-06,1.6e-05
l30,0.0,2.3996077434676885e-06,8e-06
aA0,0.0,0.0,0.0
aA1,0.8698616980407222,0.869897436288283,0.915174
aA2,0.10490299654245101,0.10467905115307188,0.062208
aA3,0.00919611986169804,0.009115364809369364,0.008568
aA4,0.03433538225124856,0.03440240774350823,0.043278
aA5,0.06832260852862082,0.06848099397173014,0.080256
aA6,0.06946311947752593,0.06950516016100919,0.06019
aA7,0.08558634268152132,0.08591859671947791,0.06526
aA8,0.07133595850941221,0.07122436315479361,0.063236
aA9,0.05359200922013062,0.053513213169079345,0.056372
aA10,0.05344794467921629,0.05303677936212438,0.049776
aA11,0.04869381482904341,0.048436107096551946,0.043024
aA12,0.0341793123319247,0.0346948249828795,0.035024
aA13,0.01546292739147138,0.015539450049169427,0.025904
aA14,0.006242796772954283,0.006072334509123609,0.017624
aA15,0.0025211294660007683,0.0024710658485658774,0.011268
aA16,0.0008163657318478679,0.0008683806441536038,0.006624
aA17,0.00031213983864771417,0.0003962623324796523,0.003768
aA18,0.00012005378409527468,0.00017975049581902901,0.001918
aA19,3.60161352285824e-05,8.642234178729411e-05,0.000986
aA20,2.4010756819054938e-05,3.735858147398219e-05,0.000412
aA21,0.0,1.8539365965934037e-05,0.000256
aA22,0.0,7.86465450279809e-06,0.000116
aA23,0.0,7.144625530573337e-06,2.8e-05
aA24,0.0,7.90828866438178e-07,1e-05
aA-25,1.2005378409527469e-05,3.796071096739332e-05,0.000342
aA-24,0.0,4.5314337983756515e-05,0.00087
aA-23,7.20322704571648e-05,0.00011311992940111249,0.001886
aA-22,0.0001920860545524395,0.00023334566028927867,0.003996
aA-21,0.0006362850557049558,0.0006171945647587409,0.007894
aA-20,0.0014166346523242412,0.0014894477641598616,0.015036
aA-19,0.004117844794467922,0.0041152571368441165,0.0269
aA-18,0.010900883595850942,0.010712806600928687,0.044504
aA-17,0.026627929312331926,0.026621535722587433,0.071142
aA-16,0.06098732232039954,0.059348020257657494,0.102232
aA-15,0.1302943718786016,0.13007086312465607,0.134992
aA-14,0.22835430272762197,0.23153850139095988,0.157304
aA-13,0.22514886669227813,0.22761948110057448,0.161582
aA-12,0.18275787552823666,0.18026287474377908,0.144468
aA-11,0.11028140606991932,0.10836987438618792,0.117534
aA-10,0.08421772954283518,0.08483504591260263,0.09438
aA-9,0.07808298117556665,0.07815536358361778,0.081124
aA-8,0.08027996542451019,0.08062487222200396,0.080412
aA-7,0.07786688436419516,0.07782263169459937,0.077198
aA-6,0.06452890895121015,0.06485431216508658,0.062114
aA-5,0.01271369573568959,0.012689461932852218,0.016496
aA-4,0.004478006146753746,0.0044807695662928415,0.010452
aA-3,0.14424462159047252,0.14361358787919873,0.136798
aA-2,0.00021609681137149442,0.00027633269322187423,0.001432
aA-1,2.4010756819054938e-05,2.243709490543811e-07,8e-06
aC0,1.0,1.0,1.0
aC1,1.2005378409527469e-05,1.4293229421799246e-05,4.2e-05
aC2,0.000588263542066846,0.0004286124667548195,0.000562
aC3,0.0008043603534383404,0.0008045999210103983,0.00163
aC4,8.403764886669228e-05,0.0006137317919103206,0.01116
aC5,7.20322704571648e-05,0.0004677403743032823,0.00848
aC6,0.00012005378409527468,0.0004461067977489504,0.007612
aC7,9.604302727621975e-05,0.0004187938243786197,0.008166
aC8,0.00010804840568574721,0.0004388013539830455,0.008674
aC9,0.00013205916250480214,0.0004183004249440115,0.007948
aC10,8.403764886669228e-05,0.0003277165746121088,0.006364
aC11,3.60161352285824e-05,0.00021259726052563397,0.004296
aC12,3.60161352285824e-05,0.00014127763549951562,0.002898
aC13,2.4010756819054938e-05,7.78284790930304e-05,0.001652
aC14,1.2005378409527469e-05,3.238255597544656e-05,0.000896
aC15,3.60161352285824e-05,1.3379184484981962e-05,0.00051
aC16,0.0,6.460561740163638e-06,0.000222
aC17,0.0,2.5112809862181697e-06,0.000104
aC18,0.0,3.3667521231110326e-06,4.6e-05
aC19,0.0,2.8828621429255197e-07,1e-05
aC20,0.0,2.634296295710445e-07,6e-06
aC21,0.0,0.0,0.0
aC22,0.0,0.0,0.0
aC23,0.0,0.0,0.0
aC24,0.0,0.0,0.0
aC-25,0.0,4.8423041162541664e-05,0.000884
aC-24,7.20322704571648e-05,0.0001161488135373319,0.001928
aC-23,0.00024010756819054936,0.0002562904267751091,0.004056
aC-22,0.0006122742988859008,0.0006461194971471258,0.008106
aC-21,0.001512677679600461,0.0015747882943746266,0.015294
aC-20,0.004357952362658471,0.004370707383328713,0.027218
aC-19,0.011068958893584327,0.011067946686894143,0.045084
aC-18,0.027780445639646562,0.027853620125622036,0.071524
aC-17,0.06384460238186708,0.062272709833506704,0.102282
aC-16,0.13737754514022282,0.13742612028904078,0.133018
aC-15,0.2383667883211679,0.24236749219477444,0.15183
aC-14,0.2324721475220899,0.23438045981274405,0.149146
aC-13,0.16959998079139454,0.1665610110902913,0.123344
aC-12,0.0766183250096043,0.07523161201959365,0.085342
aC-11,0.03174222051479063,0.032217550792476804,0.052502
aC-10,0.004622070687668075,0.004783553619782823,0.031232
aC-9,0.0008403764886669228,0.0011026616450440642,0.019846
aC-8,0.00043219362274298884,0.0007085801897486527,0.014374
aC-7,0.0001920860545524395,0.0005863079666749796,0.01685
aC-6,0.00018008067614291203,0.0005250902451989996,0.010498
aC-5,0.00012005378409527468,0.0003540999899359104,0.003762
aC-4,1.2005378409527469e-05,0.00015168304953559723,0.001302
aC-3,9.604302727621975e-05,0.00010907332711641503,0.000556
aC-2,3.60161352285824e-05,7.254501196502632e-05,0.00074
aC-1,3.60161352285824e-05,7.558154709713175e-07,1.2e-05
aD0,0.0,0.0,0.0
aD1,4.8021513638109875e-05,6.697574175454139e-05,0.000222
aD2,0.0001440645409143296,0.00032846709108872194,0.001432
aD3,0.004033807145601229,0.003987927941681923,0.006604
aD4,0.04211486746062236,0.04163921615314638,0.05899
aD5,0.0722483672685363,0.07236247082507338,0.062428
aD6,0.039653764886669225,0.04015255751135296,0.04771
aD7,0.038477237802535535,0.03802409871784851,0.048372
aD8,0.03949769496734537,0.03962966318196584,0.043128
aD9,0.039533711102573955,0.0396932065429593,0.036736
aD10,0.03228246254321936,0.032741540566977916,0.028842
aD11,0.019148578563196312,0.019305974553421052,0.021886
aD12,0.009568286592393392,0.009714218259332117,0.015114
aD13,0.003913753361505954,0.004041215392059701,0.009918
aD14,0.001644736842105263,0.001669986959574089,0.00601
aD15,0.0005642527852477911,0.000624088188306741,0.003328
aD16,0.00024010756819054936,0.0002397690282822031,0.001862
aD17,2.4010756819054938e-05,7.843346827444897e-05,0.000982
aD18,4.8021513638109875e-05,5.369677412264663e-05,0.000526
aD19,2.4010756819054938e-05,2.3183296950265377e-05,0.000194
aD20,0.0,9.148789649694804e-06,9.6e-05
aD21,0.0,6.674293070059496e-06,4.6e-05
aD22,0.0,3.2358594024241603e-06,2.2e-05
aD23,0.0,5.10410100000091e-06,6e-06
aD24,0.0,1.873657229198021e-07,2e-06
aD-25,0.0,1.5666527804764016e-06,6e-06
aD-24,0.0,1.8220580400997978e-07,2e-06
aD-23,0.0,1.6996499456329905e-06,1e-05
aD-22,0.0,2.6415013683886754e-06,3.2e-05
aD-21,0.0,8.322372461119146e-06,9.6e-05
aD-20,1.2005378409527469e-05,1.4737586676385618e-05,0.000254
aD-19,2.4010756819054938e-05,3.7028835815265454e-05,0.000502
aD-18,3.60161352285824e-05,8.421923342076579e-05,0.00115
aD-17,4.8021513638109875e-05,0.00015797937481626146,0.002138
aD-16,0.00031213983864771417,0.0004058912021742482,0.003848
aD-15,0.0007083173261621206,0.0008117299588883604,0.006368
aD-14,0.0022450057625816367,0.0022723346079335967,0.010674
aD-13,0.005474452554744526,0.005535228073589699,0.016
aD-12,0.012353534383403765,0.012057515120307215,0.022946
aD-11,0.02139358432577795,0.021369766004094515,0.030626
aD-10,0.03228246254321936,0.032593029881200004,0.036812
aD-9,0.04563244333461391,0.046244402292805166,0.041824
aD-8,0.04201882443334614,0.04204358241554158,0.04376
aD-7,0.03155013446023819,0.03135627282898833,0.038702
aD-6,0.040422109104878985,0.04041881362628135,0.047388
aD-5,0.10713599692662312,0.10730342046949798,0.083624
aD-4,0.0009964464079907798,0.000994066162772017,0.003872
aD-3,0.00031213983864771417,0.0003934855259037092,0.00198
aD-2,0.00025211294660007683,0.0002949497908469794,0.00183
aD-1,0.0,1.4518071249675547e-06,1.8e-05
aE0,0.0,0.0,0.0
aE1,3.60161352285824e-05,6.456956279358766e-05,0.000212
