Feature,marginal_data,marginal_model,marginal_gen
l1,0.0,0.0,0.0
l2,0.0,0.0,0.0
l3,0.0,1.2115156717644635e-06,2e-06
l4,0.0,2.5009734307803407e-07,2e-06
l5,1.5245761678253446e-05,3.612289980427578e-06,5.4e-05
l6,1.5245761678253446e-05,7.9243186660554e-06,0.000234
l7,0.0002591779485303086,9.173317288092457e-05,0.00102
l8,0.0003354067569215758,0.0003043436124432121,0.003244
l9,0.0006860592755214051,0.000796455487883382,0.00833
l10,0.004619465788510794,0.004719080004217471,0.019946
l11,0.03238199780461032,0.03254807463277487,0.042846
l12,0.07667093547993657,0.076420418291965,0.079546
l13,0.16466947188681547,0.16447757570596844,0.120418
l14,0.22083485790950116,0.21802995366296937,0.150054
l15,0.2338547383827296,0.23639398501708728,0.15581
l16,0.14254787169166971,0.1421561466583078,0.138116
l17,0.06759970728137578,0.06834451968715194,0.10678
l18,0.03137577753384559,0.03126411025391685,0.0731
l19,0.014041346505671423,0.013897761509579302,0.045954
l20,0.006144041956336138,0.0062784299952353085,0.026214
l21,0.002424076106842298,0.0024610759406470738,0.014352
l22,0.0010976948408342481,0.0011736074219955736,0.007282
l23,0.00021344066349554823,0.00027496793268202025,0.003626
l24,0.00012196609342602757,0.00016026065514941978,0.001694
l25,6.098304671301378e-05,8.735099599811586e-05,0.000788
l26,3.049152335650689e-05,5.694385991735451e-05,0.00036
l27,0.0,2.3531722660376238e-05,0.000138
l28,0.0,1.9311656490077664e-05,6e-05
l29,0.0,4.465090858605587e-06,1.4e-05
l30,0.0,2.5965714625925862e-06,1.4e-05
aA0,0.0,0.0,0.0
aA1,0.8521008659592634,0.8513628038812056,0.907012
aA2,0.11521222100256129,0.11573403269450408,0.065994
aA3,0.012836931333089401,0.012699145389224424,0.010154
aA4,0.033662641785583605,0.03377867821973408,0.04163
aA5,0.07468898646176363,0.07528489451195287,0.078502
aA6,0.07558848640078059,0.07564881581294707,0.064824
aA7,0.09150506159287718,0.09182038615231458,0.06818
aA8,0.07356080009757288,0.07378491250942067,0.063722
aA9,0.05310098792535675,0.05278457627386329,0.055048
aA10,0.046606293450420784,0.04623939745492163,0.045078
aA11,0.03823637028905964,0.03812960384132377,0.036222
aA12,0.024667642395414077,0.024992816188635237,0.027006
aA13,0.011784973777289914,0.012009179972744385,0.019646
aA14,0.004588974265154287,0.004702795715014639,0.012784
aA15,0.002149652396633736,0.0021809839510410177,0.007638
aA16,0.0006555677521648982,0.0007468629590622628,0.004104
aA17,0.00022868642517380168,0.00030636079414368304,0.002178
aA18,0.00013721185510428101,0.00019072657418340357,0.001056
aA19,6.098304671301378e-05,6.761501611173065e-05,0.000474
aA20,1.5245761678253446e-05,2.026769961741904e-05,0.000228
aA21,0.0,1.4041702128763269e-05,0.000122
aA22,1.5245761678253446e-05,4.631654829165787e-06,5e-05
aA23,0.0,6.186577442049225e-06,2e-05
aA24,0.0,7.933890358945549e-07,8e-06
aA-25,3.049152335650689e-05,5.565005215348839e-05,0.000362
aA-24,6.098304671301378e-05,8.377041383129155e-05,0.00076
aA-23,0.00012196609342602757,0.0001466435874109913,0.00162
aA-22,0.00019819490181729478,0.0002662383510182173,0.003574
aA-21,0.0010519575557994877,0.0011017890880383842,0.00714
aA-20,0.00225637272838151,0.0023444209812916207,0.014014
aA-19,0.00593060129284059,0.005884396970279463,0.025826
aA-18,0.013553482131967312,0.013411418788582227,0.045188
aA-17,0.029988413221124527,0.029728915524148074,0.072316
aA-16,0.06445908037565556,0.06488845398314283,0.106268
aA-15,0.13622088059519455,0.1356877595543052,0.13964
aA-14,0.22162763751677034,0.22387015320151515,0.161004
aA-13,0.21290706183680938,0.2110678394738937,0.162782
aA-12,0.17692706427613122,0.1766979139944201,0.144386
aA-11,0.11409928040004878,0.11440064618824308,0.117166
aA-10,0.09020917185022563,0.09086191654039043,0.09477
aA-9,0.08484266373948042,0.08513167126212068,0.082208
aA-8,0.08869984144407854,0.08845588633495846,0.081028
aA-7,0.07848518111964874,0.0784168774210712,0.078684
aA-6,0.07305768996219052,0.07310245368483431,0.067922
aA-5,0.011876448347359434,0.011973509900343888,0.012382
aA-4,0.003658982802780827,0.003750896848985776,0.006156
aA-3,0.10095743383339431,0.1009388861434807,0.085556
aA-2,0.00015245761678253446,0.00018867932188627442,0.00068
aA-1,3.049152335650689e-05,5.417132460807912e-06,3e-05
aC0,1.0,1.0,1.0
aC1,4.5737285034760334e-05,1.0751820011780593e-05,4.6e-05
aC2,0.000823271130625686,0.0006116939246660718,0.000628
aC3,0.0010062202707647274,0.0009332926023837164,0.001928
aC4,0.00015245761678253446,0.0006734450364699906,0.01273
aC5,0.00010672033174777412,0.0005404180919338292,0.010338
aC6,6.098304671301378e-05,0.00040549471280981487,0.008134
aC7,0.00010672033174777412,0.0004234210928249083,0.00774
aC8,0.0001677033784607879,0.0004621752126335942,0.00804
aC9,0.00015245761678253446,0.00043823574935453197,0.007158
aC10,6.098304671301378e-05,0.0002981975929167997,0.00559
aC11,7.622880839126723e-05,0.00023141887412380226,0.003788
aC12,3.049152335650689e-05,0.00012831910132269858,0.002344
aC13,0.0,6.408392624939164e-05,0.001324
aC14,0.0,4.167405038821413e-05,0.000752
aC15,0.0,1.0924984296416142e-05,0.000324
aC16,0.0,5.165531931320727e-06,0.000206
aC17,1.5245761678253446e-05,2.234909871563675e-06,7.8e-05
aC18,0.0,6.111923462634541e-07,3e-05
aC19,0.0,1.746345101056091e-07,6e-06
aC20,0.0,2.413882024711398e-07,1e-05
aC21,0.0,3.569905988397982e-08,4e-06
aC22,0.0,0.0,0.0
aC23,0.0,0.0,0.0
aC24,0.0,0.0,0.0
aC-25,6.098304671301378e-05,8.735099599811586e-05,0.000788
aC-24,0.00012196609342602757,0.00016026065514941978,0.001694
aC-23,0.00021344066349554823,0.00027496793268202025,0.003626
aC-22,0.0011129406025125015,0.0011736423437904617,0.007286
aC-21,0.002424076106842298,0.002461409074367368,0.01437
aC-20,0.006159287718014392,0.006279564000857333,0.026268
aC-19,0.014056592267349677,0.013899204504579356,0.046046
aC-18,0.03137577753384559,0.03126793700891808,0.073278
aC-17,0.06759970728137578,0.06836216458208007,0.10714
aC-16,0.14256311745334796,0.14218758258092035,0.138836
aC-15,0.23390047566776437,0.23648622301511993,0.157074
aC-14,0.22091108671789242,0.21825260065136212,0.152308
aC-13,0.164882912550311,0.1650219335309009,0.12398
aC-12,0.0769910964751799,0.07702762956944031,0.084622
aC-11,0.033144285888522994,0.03333933819578966,0.049226
aC-10,0.0050006098304671304,0.005223529901085668,0.027012
aC-9,0.0009604829857299671,0.0011770321288645655,0.016314
aC-8,0.0005031101353823637,0.0007586294353033633,0.01185
aC-7,0.0003811440419563361,0.0006992743600974993,0.015354
aC-6,7.622880839126723e-05,0.0004194397954786245,0.009036
aC-5,0.00012196609342602757,0.00034631399807478396,0.003114
aC-4,3.049152335650689e-05,0.00013830932292511932,0.00078
aC-3,9.147457006952067e-05,7.514069533330079e-05,0.000244
aC-2,9.147457006952067e-05,5.322954885060738e-05,0.00033
aC-1,0.0,2.008910016674488e-06,3.2e-05
aD0,0.0,0.0,0.0
aD1,1.5245761678253446e-05,7.504542545002619e-05,0.000246
aD2,0.0004421270886693499,0.0005918792259472354,0.001974
aD3,0.003857177704598122,0.003829294569233492,0.007992
aD4,0.043465666544700576,0.043227992393067856,0.05746
aD5,0.06702036833760215,0.06647629952317413,0.063828
aD6,0.03819063300402488,0.037766096114753164,0.04865
aD7,0.03747408220514697,0.03756108356153561,0.049432
aD8,0.03588852299060861,0.03580975162621438,0.046198
aD9,0.03826686181241615,0.03811745496589596,0.04066
aD10,0.03302231979509696,0.03349797182898243,0.033682
aD11,0.020886693499207222,0.02106065679006623,0.02558
aD12,0.009665812904012685,0.009447509200050781,0.018412
aD13,0.00416209293816319,0.004269529562063838,0.011428
aD14,0.0015855592145383583,0.0016640371283238359,0.006794
aD15,0.0005945847054518844,0.0006432114743852214,0.003762
aD16,0.00030491523356506893,0.0003404298118727919,0.001962
aD17,0.00013721185510428101,0.00016033374574965913,0.00094
aD18,3.049152335650689e-05,4.632862714898935e-05,0.00045
aD19,3.049152335650689e-05,3.2362236314601296e-05,0.000222
aD20,0.0,1.5933086795451223e-05,9.8e-05
aD21,1.5245761678253446e-05,6.347286213934234e-06,3.6e-05
aD22,0.0,4.583350516278352e-06,1.8e-05
aD23,0.0,4.961408927664441e-06,8e-06
aD24,0.0,2.557440815880839e-07,2e-06
aD-25,0.0,0.0,0.0
aD-24,0.0,1.614058588445343e-06,6e-06
aD-23,0.0,4.775109565557401e-06,2.2e-05
aD-22,0.0,5.471112394426668e-06,3.4e-05
aD-21,1.5245761678253446e-05,1.4025633675721706e-05,8.4e-05
aD-20,1.5245761678253446e-05,3.1545999199338535e-05,0.000246
aD-19,0.0,4.9289461959727065e-05,0.000466
aD-18,6.098304671301378e-05,0.00012533169452210463,0.000934
aD-17,0.0003201609952433224,0.00035111767041651535,0.00198
aD-16,0.0004421270886693499,0.00058613744013002,0.003706
aD-15,0.0014178558360775704,0.001493291021210191,0.006432
aD-14,0.002622271008659593,0.0026647950421300826,0.010676
aD-13,0.005473228442492987,0.0056464514148997684,0.016478
aD-12,0.013858397365532382,0.013491025550074162,0.023074
aD-11,0.02212160019514575,0.02217313532390992,0.031046
aD-10,0.030948896206854495,0.03078172266322589,0.03789
aD-9,0.04073667520429321,0.040523023604386844,0.04326
aD-8,0.03835833638248567,0.038115673517539195,0.043888
aD-7,0.03206183680936699,0.03212750474100962,0.042306
aD-6,0.03530918404683498,0.0356739055456327,0.043876
aD-5,0.10984571289181608,0.10921128341698157,0.109314
aD-4,0.0009757287474082205,0.0010017185493151886,0.002178
aD-3,0.00015245761678253446,0.00027940546197019835,0.001076
aD-2,0.0003201609952433224,0.0002861584054585302,0.000816
aD-1,0.0,1.0323251160607114e-05,4.2e-05
aE0,0.0,0.0,0.0
aE1,4.5737285034760334e-05,8.445484058530529e-05,0.000268
