Feature,marginal_data,marginal_model,marginal_gen
l1,0.0,0.0,0.0
l2,0.0,0.0,0.0
l3,0.0,0.0,0.0
l4,0.0,7.333028417005953e-07,6e-06
l5,0.0,4.1602421102661454e-06,4.8e-05
l6,4.5985468591924955e-05,1.2077117774145593e-05,0.000276
l7,6.13139581225666e-05,5.0968726553582384e-05,0.001254
l8,0.00019927036389834145,0.0001932103884007076,0.004
l9,0.0005211686440418161,0.0006399065522458606,0.010218
l10,0.0030503694165976885,0.0033039344035526164,0.020284
l11,0.02349857445047365,0.02379154369071164,0.039656
l12,0.06418038566479659,0.06457551963250481,0.071246
l13,0.1507097090652687,0.14853313213880642,0.108408
l14,0.21634630123547627,0.2129420166683827,0.138952
l15,0.2404273582881143,0.2397000602601407,0.1505
l16,0.15868052362120236,0.1615312229917453,0.13791
l17,0.07759281400410803,0.07919176358715926,0.110872
l18,0.03579202305404825,0.036191469321976553,0.079518
l19,0.01719856525337993,0.01708490403123766,0.053176
l20,0.007327017995646709,0.007356147532384832,0.033058
l21,0.0029124130108219137,0.00311689944242124,0.019212
l22,0.0009810233299610656,0.0010643259187824191,0.01067
l23,0.0002759128115515497,0.00034452824444614034,0.005604
l24,0.0001226279162451332,0.0001633976470663236,0.002876
l25,3.06569790612833e-05,7.272858488677832e-05,0.001274
l26,3.06569790612833e-05,6.166008763083781e-05,0.0006
l27,1.532848953064165e-05,3.5755863701726884e-05,0.000224
l28,0.0,2.1553485567262022e-05,0.000104
l29,0.0,1.37235339956028e-05,4.2e-05
l30,0.0,2.189295716758594e-06,1e-05
aA0,0.0,0.0,0.0
aA1,0.8599589196480579,0.8587519589953256,0.9114
aA2,0.10798920874337042,0.10812983064133996,0.067964
aA3,0.010423372880836322,0.01083962937189856,0.00761
aA4,0.03441245899629051,0.034299939285519276,0.039074
aA5,0.07328550844599774,0.07400850532276274,0.078742
aA6,0.0766271191636776,0.0767073753946892,0.065478
aA7,0.09445415248781384,0.09491562787396644,0.071258
aA8,0.07406726141206045,0.0741016377074783,0.068234
aA9,0.05315920169226524,0.05323236415382128,0.057974
aA10,0.04353291026702229,0.043725818829203296,0.047298
aA11,0.031546031454060514,0.031103940500807743,0.036926
aA12,0.022425580183328735,0.021813848987523442,0.027332
aA13,0.010454029859897606,0.010324220987418413,0.019428
aA14,0.004108035194211962,0.004217624665344619,0.012794
aA15,0.0014715349949415985,0.0015793390572546404,0.007808
aA16,0.0006897820288788742,0.0007754701808653284,0.004726
aA17,0.00018394187436769982,0.0002323489891729756,0.002416
aA18,6.13139581225666e-05,0.00015505272553841605,0.001338
aA19,0.0,4.962745570273445e-05,0.000698
aA20,1.532848953064165e-05,2.735362784907416e-05,0.000316
aA21,0.0,1.1208539668598069e-05,0.00013
aA22,0.0,7.425559391787743e-06,6.8e-05
aA23,0.0,2.3720418978368425e-06,3e-05
aA24,0.0,3.0748759565697196e-07,8e-06
aA-25,3.06569790612833e-05,5.7456631752451005e-05,0.000584
aA-24,3.06569790612833e-05,7.182581250439997e-05,0.001252
aA-23,0.0001226279162451332,0.00015812560910686586,0.002808
aA-22,0.00022992734295962475,0.0003202953677839902,0.00549
aA-21,0.0009503663508997823,0.0010038337734026902,0.01043
aA-20,0.0028357705631687053,0.002962203283253315,0.018894
aA-19,0.006943805757380668,0.006987208756496562,0.032654
aA-18,0.016416812287317208,0.016172670047163912,0.052804
aA-17,0.034228517121922805,0.034443007110197994,0.079704
aA-16,0.07406726141206045,0.07557516521185656,0.111308
aA-15,0.15179803182194426,0.15427620278497262,0.141224
aA-14,0.22804193874735584,0.22704923095911783,0.158816
aA-13,0.21358717311996075,0.21099285671670823,0.155642
aA-12,0.16544038750421533,0.16389518020651087,0.135816
aA-11,0.10421840031883259,0.10515776907107637,0.111806
aA-10,0.08493516048928539,0.08569528931059193,0.093168
aA-9,0.08688187865967688,0.08728748429024305,0.084328
aA-8,0.08721910542935099,0.08735592421757275,0.083506
aA-7,0.07811398264814985,0.07795221114140582,0.083462
aA-6,0.07299426714491554,0.07295916740215391,0.070408
aA-5,0.009488335019467182,0.009469486788910688,0.014674
aA-4,0.0037554799350072044,0.0038339401019039034,0.008706
aA-3,0.07635120635212606,0.07505775653811582,0.070308
aA-2,0.00016861338483705816,0.00020560460047666952,0.000842
aA-1,0.0,3.063650892584754e-06,4.6e-05
aC0,1.0,1.0,1.0
aC1,0.0,1.6078481090523726e-05,2.6e-05
aC2,0.001011680309022349,0.0008172775288603842,0.000636
aC3,0.0006437965602869493,0.0006554520081424334,0.001606
aC4,0.00026058432202090805,0.0007422536483898016,0.01141
aC5,0.00021459885342898312,0.0006416418709267336,0.00928
aC6,0.00010729942671449156,0.0004630841254915676,0.008224
aC7,0.00016861338483705816,0.00047120424352963507,0.007664
aC8,0.00021459885342898312,0.0005009316729724708,0.008192
aC9,0.00022992734295962475,0.0005007540303302375,0.00801
aC10,0.00016861338483705816,0.0003965691799678196,0.006588
aC11,0.0001226279162451332,0.00028790149580146116,0.00466
aC12,7.664244765320825e-05,0.00018350930007231508,0.00309
aC13,6.13139581225666e-05,0.0001250746450058584,0.001968
aC14,3.06569790612833e-05,4.6309472220123776e-05,0.001062
aC15,3.06569790612833e-05,2.0445968158417024e-05,0.000602
aC16,0.0,8.33428004827601e-06,0.000278
aC17,1.532848953064165e-05,2.0429062559846575e-06,0.000118
aC18,0.0,2.2196974597255882e-06,5.2e-05
aC19,0.0,1.0299073490558544e-06,3.2e-05
aC20,0.0,3.568183409581071e-07,1.6e-05
aC21,0.0,1.0644125617655029e-07,8e-06
aC22,0.0,0.0,0.0
aC23,0.0,0.0,0.0
aC24,0.0,0.0,0.0
aC-25,3.06569790612833e-05,7.272858488677832e-05,0.001274
aC-24,0.0001226279162451332,0.00016343120953236633,0.002878
aC-23,0.0002759128115515497,0.00034469771464394015,0.005612
aC-22,0.0009810233299610656,0.0010645858085481454,0.010686
aC-21,0.0029124130108219137,0.003117361664908363,0.019234
aC-20,0.007327017995646709,0.007357008117507838,0.03311
aC-19,0.01719856525337993,0.01708742652439683,0.05328
aC-18,0.0358073515435789,0.036202500960080125,0.079784
aC-17,0.07762347098316932,0.07921625458253756,0.111356
aC-16,0.158695852110733,0.16157518223360592,0.13876
aC-15,0.2405346577148288,0.2398128402128694,0.151894
aC-14,0.21645360066219074,0.21321699679102796,0.141236
aC-13,0.15097029338728962,0.14915006579207296,0.111848
aC-12,0.06456359790306264,0.06523487767369121,0.076
aC-11,0.024096385542168676,0.02452475284067249,0.04581
aC-10,0.0034489101443943714,0.003827487566511858,0.027274
aC-9,0.0007970814555933658,0.0010773490788890602,0.018068
aC-8,0.0003372267696741163,0.0006258479093227807,0.013258
aC-7,0.0003372267696741163,0.0007323953584270125,0.015782
aC-6,0.0002759128115515497,0.000594855720128814,0.009582
aC-5,0.00021459885342898312,0.00040402206445021467,0.003658
aC-4,4.5985468591924955e-05,0.0001670709339652532,0.001136
aC-3,9.197093718384991e-05,0.000106968125839555,0.000454
aC-2,0.00016861338483705816,6.716380320438826e-05,0.000518
aC-1,0.0,3.3568760808390107e-06,4.8e-05
aD0,0.0,0.0,0.0
aD1,7.664244765320825e-05,8.33035707982146e-05,0.00019
aD2,0.000306569790612833,0.0004727645789319795,0.00137
aD3,0.005150372482295594,0.00516721980730591,0.005634
aD4,0.05000153284895306,0.05031467214352786,0.053714
aD5,0.0716147030871578,0.07080914245750504,0.067028
aD6,0.03744749992335755,0.03722131558086565,0.044536
aD7,0.03954750298905546,0.03955595301403677,0.045978
aD8,0.04356356724608357,0.04281154662774106,0.043134
aD9,0.04684386400564088,0.0461870780167754,0.03892
aD10,0.04172414850240657,0.04220025094482064,0.033372
aD11,0.030289095312547903,0.031145276701587645,0.026802
aD12,0.01440878015880315,0.014546285925236718,0.019556
aD13,0.006024096385542169,0.006191181241347007,0.01339
aD14,0.0034489101443943714,0.0035082784739467287,0.008466
aD15,0.0012569361415126154,0.0013085513460634743,0.005044
aD16,0.0005211686440418161,0.0005304343100064069,0.00289
aD17,0.00016861338483705816,0.00017871944916080694,0.001496
aD18,6.13139581225666e-05,7.194111014812232e-05,0.000764
aD19,3.06569790612833e-05,3.5200444802703156e-05,0.000388
aD20,0.0,1.9979990950091203e-05,0.000198
aD21,0.0,1.1146067216752402e-05,6.8e-05
aD22,1.532848953064165e-05,4.093251414854875e-06,2.4e-05
aD23,0.0,2.4925851716883966e-06,8e-06
aD24,0.0,2.377603324325147e-06,2e-06
aD-25,0.0,3.85652417110397e-06,8e-06
aD-24,0.0,1.6280871951530954e-06,1.6e-05
aD-23,0.0,8.36490241468238e-06,3.2e-05
aD-22,0.0,1.3373872642065603e-05,6.6e-05
aD-21,1.532848953064165e-05,2.2360757117685447e-05,0.000172
aD-20,1.532848953064165e-05,3.089196676553067e-05,0.00037
aD-19,4.5985468591924955e-05,6.295279615940612e-05,0.000814
aD-18,6.13139581225666e-05,0.00012044710348462032,0.001488
aD-17,0.000306569790612833,0.0003727795085636056,0.002662
aD-16,0.0008124099451240075,0.0009078309702771214,0.004614
aD-15,0.001716790827431865,0.0018023607576559905,0.00753
aD-14,0.003985407277966829,0.004145011096150288,0.012096
aD-13,0.008338698304669058,0.008345734514886762,0.01772
aD-12,0.016937980931359023,0.01710239497564946,0.024044
aD-11,0.02573653392194733,0.025739271465718323,0.030264
aD-10,0.032680339679328,0.032459910479515956,0.036268
aD-9,0.04299641313344983,0.043043794373443904,0.039988
aD-8,0.04298108464391919,0.04291162580142475,0.040746
aD-7,0.03565406664827248,0.03539300595470039,0.040448
aD-6,0.035945307949354674,0.035411581934725045,0.040646
aD-5,0.14289217940464147,0.14293929290050233,0.106502
aD-4,0.0009810233299610656,0.00098919128323738,0.00371
aD-3,0.0001226279162451332,0.00027664545669534,0.001448
aD-2,0.0002759128115515497,0.0002683110011419689,0.00124
aD-1,0.0,6.5867584469994265e-06,8e-05
aE0,0.0,0.0,0.0
aE1,1.532848953064165e-05,6.883114315168014e-05,0.000234
